sentence,label,idx,__source_split
goose things up ,1,27302,train
"delightful , if minor , pastry ",1,27303,train
recommend it enough ,1,27304,train
a rare window on an artistic collaboration ,1,27305,train
be able to find better entertainment ,0,27306,train
you have to pay if you want to see it ,1,27307,train
could n't have brought something fresher to the proceedings simply by accident ,1,27308,train
in a sea of visual and verbal clichés ,0,27309,train
"a thoroughly enjoyable , heartfelt ",1,27310,train
dignified ,1,27311,train
loneliness and insecurity ,0,27312,train
definitely worth 95 minutes ,1,27313,train
leaves us laughing ,1,27314,train
"although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime . ",1,27315,train
pretty well ,1,27316,train
completely familiar ,1,27317,train
disappointing in comparison to other recent war movies ... or any other john woo flick for that matter ,0,27318,train
was botched in execution ,0,27319,train
"a witty , whimsical feature debut . ",1,27320,train
recommend big bad love ,1,27321,train
"tell you anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes ",0,27322,train
vastly improved germanic version ,1,27323,train
( unintentionally ) funniest moments ,1,27324,train
is rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge . ,0,27325,train
"a fresh-faced , big-hearted and frequently funny thrill ",1,27326,train
"unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either . ",0,27327,train
it just sits there like a side dish no one ordered . ,0,27328,train
seem irritatingly transparent ,0,27329,train
this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten . ,1,27330,train
finely cut diamond ,1,27331,train
slick production values and ,1,27332,train
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel . ",1,27333,train
( reno ) delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion . ,1,27334,train
its own languorous charm ,1,27335,train
", it still works . ",1,27336,train
is disappointingly generic . ,0,27337,train
though their story is predictable ,0,27338,train
"spinning a web of dazzling entertainment may be overstating it , but ",1,27339,train
positive ( if tragic ) ,1,27340,train
paints a specifically urban sense of disassociation here ,1,27341,train
is n't much better ,0,27342,train
presents a fascinating glimpse of urban life and the class warfare that embroils two young men ,1,27343,train
as possibly the best actor working in movies today ,1,27344,train
boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival . ,1,27345,train
"though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation . ",0,27346,train
but it also does the absolute last thing we need hollywood doing to us : ,0,27347,train
"refreshingly realistic , affectation-free ",1,27348,train
"a real winner -- smart , funny , subtle , and resonant ",1,27349,train
love for the movies of the 1960s ,1,27350,train
although it includes a fair share of dumb drug jokes and predictable slapstick ,0,27351,train
'm not ,1,27352,train
"as simultaneously funny , offbeat and ",1,27353,train
cgi effects ,1,27354,train
"really is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn . ' ",1,27355,train
kissing ,1,27356,train
the film runs on a little longer than it needs to ,0,27357,train
", thoroughly involving ",1,27358,train
compelling coming-of-age drama ,1,27359,train
as director of the escort service was inspired ,1,27360,train
too convenient ,0,27361,train
"that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times ",0,27362,train
toolbags ,0,27363,train
happy ! ,1,27364,train
bad idea ,0,27365,train
"'s a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni ",0,27366,train
"is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized . ",1,27367,train
uneven performances and a spotty script add up to a biting satire that has no teeth . ,0,27368,train
in this junk that 's tv sitcom material at best ,0,27369,train
"resolutely unamusing , ",0,27370,train
a lovely and beautifully ,1,27371,train
"dark humor , gorgeous exterior photography , and a stable-full of solid performances ",1,27372,train
"fast and funny , ",1,27373,train
that 's lived too long ,0,27374,train
heart-string plucking ,1,27375,train
a dreadful day ,0,27376,train
a movie where story is almost an afterthought ,0,27377,train
"things that elevate `` glory '' above most of its ilk , most notably ",1,27378,train
inescapable past and uncertain future ,0,27379,train
that 's sustained through the surprisingly somber conclusion ,1,27380,train
true emotions ,1,27381,train
"exists , and does so with an artistry that also smacks of revelation . ",1,27382,train
is one of the rarest kinds of films : a family-oriented non-disney film that is actually funny without hitting below the belt ,1,27383,train
a bodice-ripper for intellectuals . ,1,27384,train
finds the ideal outlet for his flick-knife diction in the role of roger swanson ,1,27385,train
flick worthy ,1,27386,train
spectacularly well ,1,27387,train
good b movies ,1,27388,train
an appealing blend ,1,27389,train
possesses its own languorous charm . ,1,27390,train
"wilco fans will have a great time , and the movie should win the band a few new converts , too ",1,27391,train
are both listless ,0,27392,train
pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over ,0,27393,train
personal velocity seems to be idling in neutral ,0,27394,train
a work of entertainment ,1,27395,train
to ultimately disappoint the action ,0,27396,train
"is that it 's shot on digital video , whose tiny camera enables shafer to navigate spaces both large ... and small ... with considerable aplomb ",1,27397,train
vincent became more and more abhorrent ,0,27398,train
frustrated ,0,27399,train
that makes michael jordan jealous ,0,27400,train
inexcusable dumb ,0,27401,train
thrown-together feel ,0,27402,train
succeed merrily at their noble endeavor ,1,27403,train
the outer limits of raunch ,0,27404,train
"in the wrong hands , i.e. peploe 's , it 's simply unbearable ",0,27405,train
austin powers films ,1,27406,train
she does little here but point at things that explode into flame ,0,27407,train
wearisome ,0,27408,train
saddled ,0,27409,train
for the breezy and amateurish feel of an after school special on the subject of tolerance ,0,27410,train
their heroic capacity ,1,27411,train
play hannibal lecter ,1,27412,train
punishable by chainsaw ,0,27413,train
"payami tries to raise some serious issues about iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast . ",0,27414,train
visually stunning ,1,27415,train
a sleep-inducingly slow-paced crime drama ,0,27416,train
's worse ,0,27417,train
an enormous feeling ,1,27418,train
"fast , funny , and even touching story ",1,27419,train
first place ,1,27420,train
gentle and humane ,1,27421,train
seriously dumb characters ,0,27422,train
"is depressing , ruthlessly pained and depraved , ",0,27423,train
it takes its techniques into such fresh territory that the film never feels derivative ,1,27424,train
a genuine mind-bender . ,1,27425,train
"overlong and not well-acted , ",0,27426,train
storytelling prowess ,1,27427,train
its elbows sticking out where the knees should be ,0,27428,train
